CERestor,https://raw.githubusercontent.com/GenkaiSoft/apt-brain/main/pkgs/CERestor_2.0.zip
SaikoroCE,https://raw.githubusercontent.com/GenkaiSoft/apt-brain/main/pkgs/SaikoroCE_1.1.zip
TmTimer,https://raw.githubusercontent.com/GenkaiSoft/apt-brain/main/pkgs/TmTimer_0.6.zip
batmtr,	https://raw.githubusercontent.com/GenkaiSoft/apt-brain/main/pkgs/batmtr_4.0.zip
MEMZ,https://raw.githubusercontent.com/GenkaiSoft/apt-brain/main/pkgs/memz_1.3.zip
